Student ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
655;1;1;1;15;1;1;1;13;28;4;6;0;0;0;1;0;0;19;0;0;6;13;4;11.75;0;0;6;10;4;11.0;0;10.8;1.4;1.74;Graduate
656;1;1;4;10;1;1;1;13;28;10;7;1;0;1;1;0;1;19;0;0;6;9;5;11.4;0;0;6;9;3;10.0;0;8.9;1.4;3.51;Enrolled
657;1;1;1;10;1;1;1;22;14;6;11;0;0;1;1;0;0;18;0;0;6;10;5;10.6;0;0;6;14;2;10.0;0;7.6;2.6;0.32;Enrolled
658;1;16;1;3;0;1;1;1;28;6;8;0;0;0;1;0;0;22;0;14;16;16;13;10.923076923076923;0;13;13;13;11;11.454545454545457;0;16.2;0.3;-0.92;Graduate
659;1;14;1;5;1;1;1;1;14;6;11;0;0;0;1;0;0;20;0;0;6;6;5;12.4;0;0;6;9;5;12.4;0;12.7;3.7;-1.7;Graduate
660;1;12;1;4;1;1;1;13;14;10;10;0;0;0;1;0;0;25;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
661;1;15;1;4;1;14;1;1;3;5;3;0;0;0;1;0;0;21;0;0;6;6;6;15.833333333333334;0;0;6;8;6;15.5;0;15.5;2.8;-4.06;Graduate
662;1;1;1;12;1;1;1;13;14;32;44;1;0;0;1;0;0;19;0;0;7;12;5;11.8;0;0;7;9;6;11.708333333333334;0;11.1;0.6;2.02;Enrolled
663;1;8;4;15;1;1;1;1;14;5;2;1;0;0;1;0;0;18;0;0;6;7;6;12.571428571428571;0;0;6;6;6;13.666666666666666;0;13.9;-0.3;0.79;Graduate
664;1;1;3;14;1;1;1;22;27;1;1;1;0;0;1;0;0;18;0;0;5;7;3;12.0;0;0;5;7;4;13.25;1;7.6;2.6;0.32;Graduate
665;1;8;3;12;1;1;1;3;3;10;8;1;0;0;1;1;0;19;0;0;7;8;7;13.3625;0;0;8;9;8;14.444444444444445;0;13.9;-0.3;0.79;Graduate
666;1;1;1;6;1;1;5;3;3;7;7;1;0;0;1;0;1;19;1;0;5;6;5;15.4;0;0;5;5;5;16.0;0;10.8;1.4;1.74;Graduate
667;1;8;2;15;1;1;1;22;28;6;6;1;0;1;0;0;0;18;0;0;6;9;5;12.2;0;0;6;9;4;11.75;0;10.8;1.4;1.74;Dropout
668;1;16;1;10;1;14;1;23;28;6;8;1;0;0;1;0;1;20;0;6;11;11;11;12.818181818181818;0;6;11;11;11;13.545454545454543;0;12.4;0.5;1.79;Graduate
669;1;8;5;12;1;1;1;1;14;5;9;1;0;0;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.4;0.5;1.79;Dropout
670;1;13;1;12;1;1;1;13;27;6;8;1;0;0;1;0;0;28;0;12;17;21;17;13.394736842105264;0;11;17;19;17;13.554736842105264;0;16.2;0.3;-0.92;Graduate
671;1;1;1;10;1;1;1;22;1;10;10;1;0;0;1;0;1;20;0;0;6;8;6;14.25;0;0;6;8;6;11.0;0;12.7;3.7;-1.7;Graduate
672;1;13;1;3;0;1;1;22;28;12;8;1;0;0;1;0;0;30;0;9;11;19;9;13.444444444444445;1;5;7;7;7;14.714285714285714;0;7.6;2.6;0.32;Dropout
673;1;1;4;12;1;1;1;1;14;10;8;1;0;0;1;0;1;19;0;0;7;8;7;12.285714285714286;0;0;8;10;8;11.7375;0;12.4;0.5;1.79;Graduate
674;1;1;2;5;1;1;1;13;14;4;4;1;0;0;1;0;0;22;0;0;6;7;6;11.666666666666666;0;0;6;7;5;13.2;0;12.7;3.7;-1.7;Graduate
675;1;1;1;11;1;1;1;23;28;6;9;1;0;0;1;0;0;18;0;0;6;8;6;12.166666666666666;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
676;1;8;1;16;1;1;1;22;27;10;10;1;0;0;1;0;0;23;0;0;6;11;2;10.0;0;0;6;15;2;11.0;0;7.6;2.6;0.32;Dropout
677;1;8;4;5;1;1;1;1;14;6;8;1;0;0;1;0;0;18;0;0;6;6;6;14.0;0;0;6;6;6;15.0;0;11.1;0.6;2.02;Graduate
678;1;1;1;16;1;1;1;22;14;8;8;1;0;0;1;0;0;18;0;0;6;9;5;11.833333333333334;0;0;6;6;4;12.0;0;15.5;2.8;-4.06;Enrolled
679;2;12;1;15;1;12;1;22;27;1;1;0;0;1;0;1;0;50;0;0;6;7;1;15.0;0;0;5;12;0;0.0;0;10.8;1.4;1.74;Dropout
680;1;1;1;2;1;1;14;3;3;3;6;1;0;0;1;0;1;19;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
681;1;8;2;11;1;1;14;13;28;10;10;1;0;0;1;0;0;22;1;0;6;7;6;10.833333333333334;0;0;6;6;6;10.666666666666666;0;13.9;-0.3;0.79;Graduate
682;1;15;1;10;1;14;14;1;1;5;7;0;0;1;1;0;1;23;1;3;6;7;6;13.142857142857142;0;2;6;6;6;14.0;0;12.4;0.5;1.79;Graduate
683;1;9;4;6;1;1;1;1;1;5;6;0;0;1;0;0;1;20;0;2;5;8;5;14.4;1;0;5;6;5;14.0;0;12.7;3.7;-1.7;Dropout
684;4;12;1;10;1;12;1;22;27;10;11;0;0;0;0;0;0;44;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
685;4;12;1;4;1;12;1;22;27;10;10;0;0;0;1;1;0;49;0;6;12;17;7;12.0;0;3;12;19;9;11.22222222222222;0;15.5;2.8;-4.06;Graduate
686;2;14;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;46;0;6;10;13;9;12.2;0;4;10;12;10;12.8;0;7.6;2.6;0.32;Graduate
687;1;12;1;6;1;14;1;22;27;2;10;1;0;0;0;1;0;41;0;3;3;3;3;12.333333333333334;0;2;2;2;2;11.0;0;12.4;0.5;1.79;Dropout
688;1;8;3;12;1;1;1;23;14;10;9;1;0;0;1;1;0;18;0;0;7;8;7;11.8375;0;0;8;9;8;12.48125;0;13.9;-0.3;0.79;Graduate
689;3;12;1;17;0;1;1;22;1;10;3;0;0;0;1;1;0;43;0;0;5;5;5;11.8;0;0;5;6;5;14.0;0;9.4;-0.8;-3.12;Graduate
690;4;12;2;9;1;12;1;22;27;10;8;0;0;1;0;1;0;70;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
691;4;12;1;8;1;12;1;22;28;10;5;0;0;0;1;1;0;48;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
692;2;14;1;4;1;1;1;22;27;10;8;0;0;0;1;1;0;41;0;18;19;19;19;12.68421052631579;0;12;13;13;13;12.384615384615383;0;15.5;2.8;-4.06;Graduate
693;1;1;1;11;1;1;1;13;14;10;4;0;0;0;1;1;0;21;0;0;6;8;6;12.571428571428571;0;0;6;10;4;13.0;0;12.7;3.7;-1.7;Enrolled
694;1;12;1;1;1;1;14;23;27;10;9;0;0;1;0;1;0;35;1;0;7;18;3;11.25;0;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout
695;2;12;1;8;1;12;1;2;1;3;10;1;0;0;1;1;0;44;0;1;5;13;4;14.0;3;1;5;9;4;15.5;2;10.8;1.4;1.74;Graduate
696;1;1;1;9;1;1;1;3;1;6;6;1;0;1;1;1;0;18;0;0;5;15;4;13.333333333333334;0;0;5;6;2;13.5;0;13.9;-0.3;0.79;Dropout
697;2;1;1;3;0;1;1;22;27;1;1;1;0;0;1;1;0;45;0;0;6;7;6;13.666666666666666;0;0;6;6;6;13.666666666666666;0;7.6;2.6;0.32;Graduate
698;1;1;1;11;1;1;1;3;1;3;2;0;0;0;1;1;0;20;0;0;6;12;3;10.0;0;0;6;9;5;10.8;0;15.5;2.8;-4.06;Enrolled
699;1;15;1;4;1;14;1;1;28;10;2;1;0;0;1;1;0;22;0;0;6;12;5;12.6;0;0;6;11;6;11.714285714285714;0;12.4;0.5;1.79;Graduate
700;1;14;1;7;1;1;1;22;28;6;8;0;0;0;1;1;0;39;0;0;5;10;3;17.333333333333332;0;0;5;11;1;17.0;0;13.9;-0.3;0.79;Dropout
701;1;15;1;6;1;14;1;2;2;7;7;0;0;0;0;1;0;20;0;2;6;10;5;13.2;0;1;6;21;3;12.0;0;12.4;0.5;1.79;Enrolled
702;2;12;1;9;1;12;1;22;14;10;4;0;0;0;1;1;0;49;0;0;5;9;3;14.0;0;0;5;8;3;13.666666666666666;0;8.9;1.4;3.51;Dropout
703;1;4;1;13;1;4;1;5;5;3;3;1;0;0;1;1;0;43;0;4;4;4;4;13.875;0;1;1;1;1;12.5;0;11.1;0.6;2.02;Dropout
704;2;12;1;17;0;1;1;22;27;10;10;1;0;0;1;1;0;32;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
705;1;12;1;10;1;9;1;22;27;10;10;0;0;0;1;1;0;47;0;3;9;9;9;13.11111111111111;0;3;7;7;7;14.857142857142858;0;10.8;1.4;1.74;Graduate
706;5;12;1;17;0;1;1;22;27;10;10;0;0;0;1;1;1;37;0;0;5;8;5;13.0;0;0;5;11;4;13.333333333333334;2;16.2;0.3;-0.92;Dropout
707;2;12;1;3;0;1;1;13;1;5;9;0;0;0;1;1;0;41;0;6;10;10;10;12.5;0;3;7;7;7;12.142857142857142;0;10.8;1.4;1.74;Graduate
708;2;12;1;4;1;1;1;22;27;10;7;0;0;0;1;1;0;60;0;17;18;18;18;14.11111111111111;0;11;13;13;13;14.23076923076923;0;15.5;2.8;-4.06;Graduate
709;2;12;1;11;1;1;1;1;14;10;10;0;0;0;1;1;0;47;0;6;11;11;11;14.727272727272728;0;6;9;9;9;15.77777777777778;0;10.8;1.4;1.74;Graduate
710;1;12;1;3;0;1;1;22;9;10;8;0;0;1;0;1;0;50;0;0;6;6;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout
711;2;12;1;17;0;12;1;23;28;12;12;1;0;0;1;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
712;1;12;1;7;1;1;1;22;27;10;9;0;0;1;0;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
713;2;12;1;6;1;1;1;22;27;12;12;0;0;0;1;1;0;33;0;0;5;7;4;13.5;0;0;5;6;5;11.6;0;7.6;2.6;0.32;Graduate
714;1;1;1;12;1;1;1;3;3;3;3;0;0;0;1;1;0;18;0;0;8;8;7;13.105714285714283;0;0;8;8;7;13.105714285714283;0;10.8;1.4;1.74;Graduate
715;2;12;1;6;1;1;1;22;27;7;7;0;0;0;1;1;0;43;0;0;5;8;5;13.5;2;0;5;5;5;14.4;0;9.4;-0.8;-3.12;Graduate
716;1;14;1;3;0;1;1;13;27;5;11;0;0;0;1;1;0;44;0;9;13;18;13;11.846153846153848;0;9;11;11;11;12.0;0;12.7;3.7;-1.7;Graduate
717;1;12;1;8;1;7;1;19;26;1;12;0;0;0;1;1;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
718;4;12;1;14;1;1;1;2;1;4;10;0;0;1;0;1;0;53;0;0;6;11;3;14.333333333333334;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout
719;2;13;1;17;0;6;1;22;27;10;10;0;0;0;1;1;0;37;0;0;5;10;5;15.8;0;0;5;5;5;17.6;0;9.4;-0.8;-3.12;Enrolled
720;1;14;1;14;1;1;1;23;1;9;11;1;0;0;1;1;0;18;0;0;6;16;5;13.8;0;0;6;7;5;12.4;0;13.9;-0.3;0.79;Enrolled
721;1;14;1;1;1;12;1;23;28;5;5;0;0;1;1;1;0;35;0;3;10;18;6;12.666666666666666;0;1;9;11;3;12.0;2;16.2;0.3;-0.92;Dropout
722;1;1;1;11;1;1;1;13;1;4;8;0;0;0;1;1;0;23;0;0;6;10;6;13.0;0;0;6;9;6;12.0;0;11.1;0.6;2.02;Enrolled
723;1;1;1;2;1;1;1;13;28;10;6;1;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
724;1;12;1;3;0;1;1;22;27;12;6;0;0;0;0;1;0;33;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
725;1;4;3;8;1;3;1;22;18;12;11;0;0;0;0;1;0;41;0;0;5;9;0;0.0;4;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
726;4;4;1;12;1;3;1;22;28;10;8;0;0;0;1;1;0;51;0;4;7;7;7;15.2;0;6;8;8;8;16.575;0;13.9;-0.3;0.79;Graduate
727;1;16;1;14;1;1;1;10;5;4;4;0;0;0;1;1;0;19;0;2;6;7;6;14.428571428571429;0;1;7;8;7;14.375;0;11.1;0.6;2.02;Graduate
728;1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;35;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
729;1;1;2;2;1;1;14;13;1;5;8;1;0;0;1;1;0;20;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
730;1;14;1;14;1;1;1;3;2;3;3;1;0;0;1;1;0;18;0;0;6;13;4;13.75;0;0;6;8;5;11.2;0;13.9;-0.3;0.79;Enrolled
731;1;1;1;15;1;1;1;13;27;10;10;0;0;1;0;1;1;18;0;0;6;11;5;12.166666666666666;0;0;6;15;3;12.0;0;13.9;-0.3;0.79;Dropout
732;1;15;1;4;1;14;1;2;1;5;7;0;0;0;1;1;0;21;0;0;6;12;5;12.142857142857142;0;0;6;11;5;11.666666666666666;0;13.9;-0.3;0.79;Graduate
733;1;1;1;11;1;1;1;1;14;7;7;1;0;0;1;1;0;21;0;0;6;9;6;12.0;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;Graduate
734;2;12;2;9;1;1;1;13;27;5;8;0;0;0;1;1;0;34;0;0;5;10;3;11.666666666666666;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;Graduate
735;4;12;1;8;1;1;1;22;27;7;8;1;0;0;1;1;0;34;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout
736;1;8;2;14;1;1;1;3;3;5;11;1;0;0;1;1;0;21;0;0;6;10;6;11.875;0;0;6;8;5;12.0;0;11.1;0.6;2.02;Graduate
737;1;14;1;15;1;1;1;3;27;4;8;0;0;0;1;1;0;32;0;6;11;15;7;11.285714285714286;0;5;7;10;6;12.333333333333334;0;13.9;-0.3;0.79;Enrolled
738;1;8;2;11;1;1;1;22;27;6;8;1;0;0;1;1;0;30;0;0;6;17;2;10.0;0;0;6;15;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
739;1;1;1;2;1;1;1;1;3;4;8;1;0;1;1;1;0;19;0;6;12;13;11;12.0;0;4;11;15;10;11.181818181818182;0;8.9;1.4;3.51;Enrolled
740;1;16;1;15;1;1;1;1;14;9;9;1;0;0;1;1;0;20;0;1;7;7;6;13.833333333333334;0;1;6;7;5;13.0;0;8.9;1.4;3.51;Dropout
741;1;1;1;5;1;1;1;13;14;10;8;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
742;1;1;1;11;1;1;1;3;3;3;3;0;0;0;1;1;0;19;0;0;6;7;6;14.428571428571429;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
743;1;8;3;12;1;1;1;3;3;4;4;1;0;0;1;1;0;18;0;0;7;8;5;14.2;0;0;7;9;6;12.4;0;12.4;0.5;1.79;Dropout
744;1;12;1;17;0;1;1;1;14;5;9;0;0;0;1;1;0;27;0;0;5;8;4;11.5;0;0;5;9;3;10.333333333333334;0;12.7;3.7;-1.7;Dropout
745;1;12;1;15;1;9;1;1;1;10;10;1;0;0;1;1;0;52;0;0;6;7;5;13.0;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;Graduate
746;2;14;1;4;1;1;1;1;1;5;6;1;0;0;0;1;0;29;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout
747;1;16;1;4;1;14;1;1;14;5;5;1;0;1;0;1;0;22;0;0;6;12;3;11.333333333333334;0;0;6;13;2;11.0;0;8.9;1.4;3.51;Dropout
748;1;14;1;6;1;1;11;23;28;10;7;1;0;0;1;1;0;28;1;13;18;45;18;12.5;12;10;13;26;12;11.428571428571429;6;15.5;2.8;-4.06;Graduate
749;1;12;1;14;1;6;1;1;1;12;4;1;0;0;1;1;0;30;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
750;1;1;2;12;1;1;1;1;1;6;4;1;0;0;1;0;0;18;0;0;7;7;7;13.471428571428572;0;0;8;9;8;13.944444444444445;0;16.2;0.3;-0.92;Graduate
751;1;1;2;14;1;1;1;23;27;6;6;1;0;0;1;0;0;21;0;0;5;5;4;11.75;0;0;5;5;3;13.333333333333334;0;9.4;-0.8;-3.12;Graduate
752;1;1;1;5;1;1;1;22;27;10;10;1;0;1;1;0;1;20;0;0;6;9;6;13.333333333333334;0;0;6;10;6;14.666666666666666;0;12.7;3.7;-1.7;Graduate
753;1;13;1;12;1;1;1;22;27;4;4;1;0;0;1;0;1;21;0;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;Graduate
754;2;12;1;17;0;12;1;13;27;8;10;0;0;1;0;0;0;32;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
755;1;1;3;5;1;1;1;22;27;10;10;1;0;0;1;1;1;20;0;0;6;6;6;15.5;0;0;6;7;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
756;1;1;4;2;1;1;1;1;14;5;6;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
757;1;6;1;14;1;1;14;1;1;10;6;0;0;1;0;1;0;18;1;0;6;6;4;11.25;0;0;6;7;3;12.333333333333334;0;8.9;1.4;3.51;Dropout
758;1;14;1;17;0;1;1;22;2;10;5;1;0;0;0;1;0;23;0;10;15;24;12;11.0;0;10;14;21;11;11.363636363636363;1;7.6;2.6;0.32;Dropout
759;1;1;1;11;1;1;1;1;1;4;4;1;0;0;1;1;0;20;0;0;6;10;6;12.333333333333334;0;0;6;9;4;13.0;0;12.4;0.5;1.79;Graduate
760;2;14;2;9;1;1;1;22;27;10;10;1;0;0;1;0;0;46;0;4;9;18;8;11.375;2;0;5;11;5;11.8;0;9.4;-0.8;-3.12;Graduate
761;1;8;1;4;1;1;1;3;3;3;3;0;0;0;1;1;0;27;0;16;18;19;18;12.22222222222222;0;9;12;15;12;12.384615384615383;0;15.5;2.8;-4.06;Graduate
762;1;3;1;2;1;1;1;3;14;2;11;1;0;0;1;1;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Enrolled
763;2;14;3;3;0;12;1;22;27;10;10;1;0;0;1;1;0;41;0;5;9;11;9;12.0;0;3;7;8;6;12.0;0;9.4;-0.8;-3.12;Graduate
764;1;6;1;9;1;1;8;1;3;30;4;0;0;1;1;1;0;40;1;0;5;10;1;11.0;0;0;5;10;1;10.0;0;11.1;0.6;2.02;Enrolled
765;2;15;1;3;0;14;1;1;1;6;6;0;0;0;1;1;0;37;0;12;16;17;16;14.125;0;6;11;14;10;13.0;0;12.4;0.5;1.79;Graduate
766;1;1;4;9;1;1;1;23;28;6;11;0;0;0;1;1;0;20;0;0;5;8;5;10.2;0;0;5;7;5;11.2;0;12.4;0.5;1.79;Enrolled
767;1;15;1;8;1;14;1;1;1;5;5;1;0;0;1;0;0;20;0;0;5;7;4;12.0;1;0;5;6;4;12.4;0;10.8;1.4;1.74;Enrolled
768;1;4;1;17;0;15;1;1;27;5;2;0;0;0;1;0;0;26;0;8;9;11;9;12.333333333333334;0;4;7;7;7;12.571428571428571;0;12.4;0.5;1.79;Graduate
769;2;12;1;3;0;1;1;22;27;10;8;0;0;0;1;1;0;54;0;4;9;9;9;14.333333333333334;0;2;7;7;7;13.857142857142858;0;8.9;1.4;3.51;Graduate
770;1;8;5;14;1;1;1;13;14;6;6;1;0;0;1;1;0;21;0;0;6;6;6;15.166666666666666;0;0;6;9;6;14.0;0;10.8;1.4;1.74;Graduate
771;1;1;1;6;1;1;1;1;1;10;10;1;0;0;1;0;1;20;0;0;6;8;6;15.142857142857142;0;0;6;8;6;15.142857142857142;0;11.1;0.6;2.02;Graduate
772;1;8;6;15;1;1;1;1;14;6;6;1;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
773;1;1;3;12;1;1;1;1;14;5;10;1;0;0;1;0;0;19;0;0;7;9;6;13.411428571428573;0;0;8;12;7;13.294444444444444;0;15.5;2.8;-4.06;Enrolled
774;1;1;2;10;1;1;1;23;1;5;11;1;0;0;1;0;0;18;0;0;6;7;6;12.333333333333334;0;0;6;7;6;12.166666666666666;0;9.4;-0.8;-3.12;Graduate
775;1;1;1;6;1;1;1;3;1;3;9;1;0;0;1;0;0;19;0;0;6;13;4;11.8;0;0;6;18;4;12.2;0;12.4;0.5;1.79;Enrolled
776;1;15;1;6;1;14;1;1;1;5;8;1;0;1;1;0;0;22;0;2;6;9;6;12.0;0;1;6;12;3;12.0;0;13.9;-0.3;0.79;Dropout
777;1;14;1;6;1;1;1;2;1;5;5;0;0;0;1;0;0;19;0;0;6;7;6;15.0;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate
778;1;1;1;2;1;1;1;3;2;5;3;1;0;0;1;0;0;21;0;6;12;12;8;13.875;0;4;11;13;9;12.7;1;8.9;1.4;3.51;Dropout
779;1;8;1;16;1;1;1;3;3;18;24;0;0;0;1;0;0;20;0;0;7;9;6;11.833333333333334;0;0;7;7;6;14.333333333333334;0;11.1;0.6;2.02;Enrolled
780;1;8;3;15;1;1;1;1;14;6;6;1;0;0;1;0;1;18;0;0;6;6;6;12.5;0;0;6;6;6;13.833333333333334;0;16.2;0.3;-0.92;Graduate
781;1;8;1;15;1;1;1;23;28;8;8;1;0;0;1;0;1;18;0;0;6;6;6;15.0;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate
782;1;8;1;14;1;1;1;1;1;6;5;1;0;1;1;0;0;20;0;0;6;10;2;11.666666666666666;0;0;6;10;4;10.5;0;15.5;2.8;-4.06;Dropout
783;1;1;1;12;1;1;1;13;27;4;9;0;0;0;1;0;1;18;0;0;7;10;7;14.668;0;0;8;8;8;14.63375;0;15.5;2.8;-4.06;Graduate
784;1;1;3;12;1;1;1;3;3;2;4;1;0;0;1;0;0;18;0;0;8;9;6;13.345;2;0;8;9;6;13.345;2;9.4;-0.8;-3.12;Enrolled
785;1;1;2;15;1;1;1;1;24;10;10;1;0;0;1;0;1;20;0;0;6;7;5;12.8;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;Graduate
786;1;1;1;10;1;1;1;1;1;2;2;1;0;0;1;0;0;19;0;0;6;10;6;10.833333333333334;0;0;6;7;6;12.142857142857142;0;11.1;0.6;2.02;Graduate
787;1;1;1;5;1;1;1;3;3;2;3;1;0;0;1;0;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;5;14.0;0;12.7;3.7;-1.7;Graduate
788;1;1;1;12;1;1;1;3;1;5;6;0;0;0;1;0;0;18;0;0;8;8;7;14.537142857142856;0;0;8;8;7;14.537142857142856;0;10.8;1.4;1.74;Graduate
789;1;3;3;6;1;1;1;22;27;1;12;0;0;1;1;0;1;18;0;0;5;5;5;14.4;0;0;5;5;5;14.0;0;7.6;2.6;0.32;Dropout
790;1;8;3;2;1;1;1;13;1;6;5;1;0;0;1;0;1;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
791;1;8;1;15;1;1;1;1;14;10;10;0;0;0;1;0;1;19;0;0;6;6;6;13.166666666666666;0;0;6;6;6;13.833333333333334;0;11.1;0.6;2.02;Graduate
792;1;12;1;12;1;1;1;3;3;3;3;0;0;0;0;1;0;36;0;0;6;15;2;11.5;0;0;7;9;0;0.0;0;15.5;2.8;-4.06;Dropout
793;1;8;1;10;1;1;1;1;30;10;3;0;0;0;1;0;1;19;0;0;6;7;6;11.333333333333334;0;0;6;7;6;12.428571428571429;0;11.1;0.6;2.02;Graduate
794;1;8;3;10;1;1;1;3;1;3;6;1;0;0;1;0;0;18;0;0;6;6;6;12.0;0;0;6;6;5;13.6;0;8.9;1.4;3.51;Graduate
795;1;1;3;15;1;1;1;13;14;4;4;0;0;0;1;0;1;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
796;1;1;3;15;1;1;1;23;28;6;9;1;0;0;1;0;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.166666666666666;0;8.9;1.4;3.51;Graduate
797;1;15;1;5;1;1;1;1;1;10;9;1;0;0;1;0;0;19;0;2;7;7;7;13.0;0;5;9;9;9;13.22222222222222;0;12.4;0.5;1.79;Graduate
798;1;9;3;12;1;1;1;1;1;5;9;1;0;0;1;0;0;18;0;0;7;8;7;13.087142857142856;0;0;8;8;8;12.95;0;11.1;0.6;2.02;Graduate
799;1;1;1;8;1;1;1;1;27;10;10;1;0;0;1;0;1;19;0;0;6;8;6;13.333333333333334;0;0;6;7;6;13.666666666666666;0;8.9;1.4;3.51;Graduate
800;1;1;1;16;1;1;1;3;1;4;8;1;0;0;1;0;0;18;0;0;6;7;6;12.166666666666666;0;0;6;10;4;12.75;0;10.8;1.4;1.74;Enrolled
801;1;17;1;5;1;16;1;25;14;4;6;1;0;0;0;0;1;22;0;0;6;8;6;11.0;0;0;6;10;4;12.0;0;8.9;1.4;3.51;Enrolled
802;1;1;2;10;1;1;1;13;1;10;9;1;0;1;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
803;1;8;4;9;1;1;1;13;14;6;6;1;0;0;1;0;0;19;0;0;5;7;5;13.6;0;0;5;6;5;12.2;0;8.9;1.4;3.51;Graduate
804;1;1;1;15;1;1;1;23;28;10;10;1;0;0;1;0;0;18;0;0;6;6;6;15.5;0;0;6;6;6;14.0;0;11.1;0.6;2.02;Graduate
805;1;1;3;16;1;1;1;1;3;6;4;0;0;0;1;0;0;19;0;0;7;7;7;13.857142857142858;0;0;7;7;7;14.285714285714286;0;11.1;0.6;2.02;Graduate
806;1;8;2;9;1;1;1;13;1;10;4;1;0;1;1;0;0;20;0;0;5;10;2;11.5;0;0;5;8;3;10.0;0;11.1;0.6;2.02;Enrolled
807;1;8;3;5;1;1;1;1;28;4;6;1;0;0;1;0;1;18;0;0;6;6;6;13.0;0;0;6;6;6;12.166666666666666;0;16.2;0.3;-0.92;Graduate
808;1;1;1;8;1;1;1;3;3;3;11;0;0;1;0;0;0;23;0;0;6;10;6;14.0;0;0;6;11;4;13.0;0;11.1;0.6;2.02;Enrolled
